Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
296,0,0,186,0,1090,769,33,
296,0,0,186,0,1090,769,34,
296,0,0,186,0,1090,769,35,
296,0,0,186,0,1090,769,36,
296,0,0,186,0,1090,769,37,
296,0,0,186,0,1090,769,38,
296,0,0,186,0,1090,769,39,
296,0,0,186,0,1090,769,40,
296,0,0,186,0,1090,769,41,
296,0,0,186,0,1090,769,42,
296,0,0,186,0,1090,769,43,
296,0,0,186,0,1090,769,44,
296,0,0,186,0,1090,769,45,
296,0,0,186,0,1090,769,46,
296,0,0,186,0,1090,769,47,
296,0,0,186,0,1090,769,48,
296,0,0,186,0,1090,769,49,
296,0,0,186,0,1090,769,50,
296,0,0,186,0,1090,769,51,
296,0,0,186,0,1090,769,52,
296,0,0,186,0,1090,769,53,
296,0,0,186,0,1090,769,54,
296,0,0,186,0,1090,769,55,
296,0,0,186,0,1090,769,56,
296,0,0,186,0,1090,769,57,
296,0,0,186,0,1090,769,58,
296,0,0,186,0,1090,769,59,
296,0,0,186,0,1090,769,60,
296,0,0,186,0,1090,769,61,
296,0,0,186,0,1090,769,62,
296,0,0,186,0,1090,769,63,
296,0,0,186,0,1090,769,64,
296,0,0,186,0,1090,769,65,
296,0,0,186,0,1090,769,66,
296,0,0,186,0,1090,769,67,
296,0,0,186,0,1090,769,68,
296,0,0,186,0,1090,769,69,
296,0,0,186,0,1090,769,70,
296,0,0,186,0,1090,769,71,
296,0,0,186,0,1090,769,72,
296,0,0,186,0,1090,769,73,
296,0,0,186,0,1090,769,74,
296,0,0,186,0,1090,769,75,
296,0,0,186,0,1090,769,76,
296,0,0,186,0,1090,769,77,
296,0,0,186,0,1090,769,78,
296,0,0,186,0,1090,769,79,
296,0,0,186,0,1090,769,80,
296,0,0,186,0,1090,769,81,
296,0,0,186,0,1090,769,82,
296,0,0,186,0,1090,769,83,
296,0,0,186,0,1090,769,84,
296,0,0,186,0,1090,769,85,
296,0,0,186,0,1090,769,86,
296,0,0,186,0,1090,769,87,
296,0,0,186,0,1090,769,88,
296,0,0,186,0,1090,769,89,
296,0,0,186,0,1090,769,90,
296,0,0,192,0,1085,765,1,
296,0,0,192,0,1085,765,2,
296,0,0,192,0,1085,765,3,
296,0,0,192,0,1085,765,4,
296,0,0,192,0,1085,765,5,
296,0,0,192,0,1085,765,6,
296,0,0,192,0,1085,765,7,14.2
296,0,0,192,0,1085,765,8,
296,0,0,192,0,1085,765,9,
296,0,0,192,0,1085,765,10,
296,0,0,192,0,1085,765,11,
296,0,0,192,0,1085,765,12,
296,0,0,192,0,1085,765,13,
296,0,0,192,0,1085,765,14,
296,0,0,192,0,1085,765,15,
296,0,0,192,0,1085,765,16,
296,0,0,192,0,1085,765,17,
296,0,0,192,0,1085,765,18,
296,0,0,192,0,1085,765,19,
296,0,0,192,0,1085,765,20,
296,0,0,192,0,1085,765,21,
296,0,0,192,0,1085,765,22,
296,0,0,192,0,1085,765,23,
296,0,0,192,0,1085,765,24,
296,0,0,192,0,1085,765,25,
296,0,0,192,0,1085,765,26,
296,0,0,192,0,1085,765,27,
296,0,0,192,0,1085,765,28,21.65
296,0,0,192,0,1085,765,29,
296,0,0,192,0,1085,765,30,
296,0,0,192,0,1085,765,31,
296,0,0,192,0,1085,765,32,
296,0,0,192,0,1085,765,33,
296,0,0,192,0,1085,765,34,
296,0,0,192,0,1085,765,35,
296,0,0,192,0,1085,765,36,
296,0,0,192,0,1085,765,37,
296,0,0,192,0,1085,765,38,
296,0,0,192,0,1085,765,39,
296,0,0,192,0,1085,765,40,
296,0,0,192,0,1085,765,41,
296,0,0,192,0,1085,765,42,
296,0,0,192,0,1085,765,43,
296,0,0,192,0,1085,765,44,
296,0,0,192,0,1085,765,45,
296,0,0,192,0,1085,765,46,
296,0,0,192,0,1085,765,47,
296,0,0,192,0,1085,765,48,
296,0,0,192,0,1085,765,49,
296,0,0,192,0,1085,765,50,
296,0,0,192,0,1085,765,51,
296,0,0,192,0,1085,765,52,
296,0,0,192,0,1085,765,53,
296,0,0,192,0,1085,765,54,
296,0,0,192,0,1085,765,55,
296,0,0,192,0,1085,765,56,
296,0,0,192,0,1085,765,57,
296,0,0,192,0,1085,765,58,
296,0,0,192,0,1085,765,59,
296,0,0,192,0,1085,765,60,
296,0,0,192,0,1085,765,61,
296,0,0,192,0,1085,765,62,
296,0,0,192,0,1085,765,63,
296,0,0,192,0,1085,765,64,
296,0,0,192,0,1085,765,65,
296,0,0,192,0,1085,765,66,
296,0,0,192,0,1085,765,67,
296,0,0,192,0,1085,765,68,
296,0,0,192,0,1085,765,69,
296,0,0,192,0,1085,765,70,
296,0,0,192,0,1085,765,71,
296,0,0,192,0,1085,765,72,
296,0,0,192,0,1085,765,73,
296,0,0,192,0,1085,765,74,
296,0,0,192,0,1085,765,75,
296,0,0,192,0,1085,765,76,
296,0,0,192,0,1085,765,77,
296,0,0,192,0,1085,765,78,
296,0,0,192,0,1085,765,79,
296,0,0,192,0,1085,765,80,
296,0,0,192,0,1085,765,81,
296,0,0,192,0,1085,765,82,
296,0,0,192,0,1085,765,83,
296,0,0,192,0,1085,765,84,
296,0,0,192,0,1085,765,85,
296,0,0,192,0,1085,765,86,
296,0,0,192,0,1085,765,87,
296,0,0,192,0,1085,765,88,
296,0,0,192,0,1085,765,89,
296,0,0,192,0,1085,765,90,29.39
296,0,107,221,11,819,778,1,
296,0,107,221,11,819,778,2,
296,0,107,221,11,819,778,3,
296,0,107,221,11,819,778,4,
296,0,107,221,11,819,778,5,
296,0,107,221,11,819,778,6,
296,0,107,221,11,819,778,7,
296,0,107,221,11,819,778,8,
296,0,107,221,11,819,778,9,
296,0,107,221,11,819,778,10,
296,0,107,221,11,819,778,11,
296,0,107,221,11,819,778,12,
296,0,107,221,11,819,778,13,
296,0,107,221,11,819,778,14,
296,0,107,221,11,819,778,15,
296,0,107,221,11,819,778,16,
296,0,107,221,11,819,778,17,
296,0,107,221,11,819,778,18,
296,0,107,221,11,819,778,19,
296,0,107,221,11,819,778,20,
296,0,107,221,11,819,778,21,
296,0,107,221,11,819,778,22,
296,0,107,221,11,819,778,23,
296,0,107,221,11,819,778,24,
296,0,107,221,11,819,778,25,
296,0,107,221,11,819,778,26,
296,0,107,221,11,819,778,27,
296,0,107,221,11,819,778,28,31.42
296,0,107,221,11,819,778,29,
296,0,107,221,11,819,778,30,
296,0,107,221,11,819,778,31,
296,0,107,221,11,819,778,32,
296,0,107,221,11,819,778,33,
296,0,107,221,11,819,778,34,
296,0,107,221,11,819,778,35,
296,0,107,221,11,819,778,36,
296,0,107,221,11,819,778,37,
296,0,107,221,11,819,778,38,
296,0,107,221,11,819,778,39,
296,0,107,221,11,819,778,40,
296,0,107,221,11,819,778,41,
296,0,107,221,11,819,778,42,
296,0,107,221,11,819,778,43,
296,0,107,221,11,819,778,44,
296,0,107,221,11,819,778,45,
296,0,107,221,11,819,778,46,
296,0,107,221,11,819,778,47,
296,0,107,221,11,819,778,48,
296,0,107,221,11,819,778,49,
296,0,107,221,11,819,778,50,
296,0,107,221,11,819,778,51,
296,0,107,221,11,819,778,52,
296,0,107,221,11,819,778,53,
296,0,107,221,11,819,778,54,
296,0,107,221,11,819,778,55,
296,0,107,221,11,819,778,56,
296,0,107,221,11,819,778,57,
296,0,107,221,11,819,778,58,
296,0,107,221,11,819,778,59,
296,0,107,221,11,819,778,60,
296,0,107,221,11,819,778,61,
296,0,107,221,11,819,778,62,
296,0,107,221,11,819,778,63,
296,0,107,221,11,819,778,64,
296,0,107,221,11,819,778,65,
296,0,107,221,11,819,778,66,
296,0,107,221,11,819,778,67,
296,0,107,221,11,819,778,68,
296,0,107,221,11,819,778,69,
296,0,107,221,11,819,778,70,
296,0,107,221,11,819,778,71,
296,0,107,221,11,819,778,72,
296,0,107,221,11,819,778,73,
296,0,107,221,11,819,778,74,
296,0,107,221,11,819,778,75,
296,0,107,221,11,819,778,76,
296,0,107,221,11,819,778,77,
296,0,107,221,11,819,778,78,
296,0,107,221,11,819,778,79,
296,0,107,221,11,819,778,80,
296,0,107,221,11,819,778,81,
296,0,107,221,11,819,778,82,
296,0,107,221,11,819,778,83,
296,0,107,221,11,819,778,84,
296,0,107,221,11,819,778,85,
296,0,107,221,11,819,778,86,
296,0,107,221,11,819,778,87,
296,0,107,221,11,819,778,88,
296,0,107,221,11,819,778,89,
296,0,107,221,11,819,778,90,
296,0,106.7,221.4,10.5,819.2,778.4,1,
296,0,106.7,221.4,10.5,819.2,778.4,2,
296,0,106.7,221.4,10.5,819.2,778.4,3,
296,0,106.7,221.4,10.5,819.2,778.4,4,
296,0,106.7,221.4,10.5,819.2,778.4,5,
296,0,106.7,221.4,10.5,819.2,778.4,6,
296,0,106.7,221.4,10.5,819.2,778.4,7,
296,0,106.7,221.4,10.5,819.2,778.4,8,
296,0,106.7,221.4,10.5,819.2,778.4,9,
296,0,106.7,221.4,10.5,819.2,778.4,10,
296,0,106.7,221.4,10.5,819.2,778.4,11,
296,0,106.7,221.4,10.5,819.2,778.4,12,
296,0,106.7,221.4,10.5,819.2,778.4,13,
296,0,106.7,221.4,10.5,819.2,778.4,14,
296,0,106.7,221.4,10.5,819.2,778.4,15,
296,0,106.7,221.4,10.5,819.2,778.4,16,
296,0,106.7,221.4,10.5,819.2,778.4,17,
296,0,106.7,221.4,10.5,819.2,778.4,18,
296,0,106.7,221.4,10.5,819.2,778.4,19,
296,0,106.7,221.4,10.5,819.2,778.4,20,
296,0,106.7,221.4,10.5,819.2,778.4,21,
296,0,106.7,221.4,10.5,819.2,778.4,22,
296,0,106.7,221.4,10.5,819.2,778.4,23,
296,0,106.7,221.4,10.5,819.2,778.4,24,
296,0,106.7,221.4,10.5,819.2,778.4,25,
296,0,106.7,221.4,10.5,819.2,778.4,26,
296,0,106.7,221.4,10.5,819.2,778.4,27,
296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
296,0,106.7,221.4,10.5,819.2,778.4,29,
296,0,106.7,221.4,10.5,819.2,778.4,30,
296,0,106.7,221.4,10.5,819.2,778.4,31,
296,0,106.7,221.4,10.5,819.2,778.4,32,
296,0,106.7,221.4,10.5,819.2,778.4,33,
296,0,106.7,221.4,10.5,819.2,778.4,34,
296,0,106.7,221.4,10.5,819.2,778.4,35,
296,0,106.7,221.4,10.5,819.2,778.4,36,
296,0,106.7,221.4,10.5,819.2,778.4,37,
296,0,106.7,221.4,10.5,819.2,778.4,38,
296,0,106.7,221.4,10.5,819.2,778.4,39,
296,0,106.7,221.4,10.5,819.2,778.4,40,
296,0,106.7,221.4,10.5,819.2,778.4,41,
296,0,106.7,221.4,10.5,819.2,778.4,42,
296,0,106.7,221.4,10.5,819.2,778.4,43,
296,0,106.7,221.4,10.5,819.2,778.4,44,
296,0,106.7,221.4,10.5,819.2,778.4,45,
296,0,106.7,221.4,10.5,819.2,778.4,46,
296,0,106.7,221.4,10.5,819.2,778.4,47,
296,0,106.7,221.4,10.5,819.2,778.4,48,
296,0,106.7,221.4,10.5,819.2,778.4,49,
296,0,106.7,221.4,10.5,819.2,778.4,50,
296,0,106.7,221.4,10.5,819.2,778.4,51,
296,0,106.7,221.4,10.5,819.2,778.4,52,
296,0,106.7,221.4,10.5,819.2,778.4,53,
296,0,106.7,221.4,10.5,819.2,778.4,54,
296,0,106.7,221.4,10.5,819.2,778.4,55,
296,0,106.7,221.4,10.5,819.2,778.4,56,
296,0,106.7,221.4,10.5,819.2,778.4,57,
296,0,106.7,221.4,10.5,819.2,778.4,58,
296,0,106.7,221.4,10.5,819.2,778.4,59,
296,0,106.7,221.4,10.5,819.2,778.4,60,
296,0,106.7,221.4,10.5,819.2,778.4,61,
296,0,106.7,221.4,10.5,819.2,778.4,62,
296,0,106.7,221.4,10.5,819.2,778.4,63,
296,0,106.7,221.4,10.5,819.2,778.4,64,
296,0,106.7,221.4,10.5,819.2,778.4,65,
296,0,106.7,221.4,10.5,819.2,778.4,66,
296,0,106.7,221.4,10.5,819.2,778.4,67,
296,0,106.7,221.4,10.5,819.2,778.4,68,
296,0,106.7,221.4,10.5,819.2,778.4,69,
296,0,106.7,221.4,10.5,819.2,778.4,70,
296,0,106.7,221.4,10.5,819.2,778.4,71,
296,0,106.7,221.4,10.5,819.2,778.4,72,
296,0,106.7,221.4,10.5,819.2,778.4,73,
296,0,106.7,221.4,10.5,819.2,778.4,74,
296,0,106.7,221.4,10.5,819.2,778.4,75,
296,0,106.7,221.4,10.5,819.2,778.4,76,
296,0,106.7,221.4,10.5,819.2,778.4,77,
296,0,106.7,221.4,10.5,819.2,778.4,78,
296,0,106.7,221.4,10.5,819.2,778.4,79,
296,0,106.7,221.4,10.5,819.2,778.4,80,
296,0,106.7,221.4,10.5,819.2,778.4,81,
296,0,106.7,221.4,10.5,819.2,778.4,82,
296,0,106.7,221.4,10.5,819.2,778.4,83,
296,0,106.7,221.4,10.5,819.2,778.4,84,
296,0,106.7,221.4,10.5,819.2,778.4,85,
296,0,106.7,221.4,10.5,819.2,778.4,86,
296,0,106.7,221.4,10.5,819.2,778.4,87,
296,0,106.7,221.4,10.5,819.2,778.4,88,
296,0,106.7,221.4,10.5,819.2,778.4,89,
296,0,106.7,221.4,10.5,819.2,778.4,90,
297,0,0,186,0,1040,734,1,
297,0,0,186,0,1040,734,2,
297,0,0,186,0,1040,734,3,
297,0,0,186,0,1040,734,4,
297,0,0,186,0,1040,734,5,
297,0,0,186,0,1040,734,6,
297,0,0,186,0,1040,734,7,30.96
297,0,0,186,0,1040,734,8,
297,0,0,186,0,1040,734,9,
297,0,0,186,0,1040,734,10,
297,0,0,186,0,1040,734,11,
297,0,0,186,0,1040,734,12,
297,0,0,186,0,1040,734,13,
297,0,0,186,0,1040,734,14,
297,0,0,186,0,1040,734,15,
297,0,0,186,0,1040,734,16,
297,0,0,186,0,1040,734,17,
297,0,0,186,0,1040,734,18,
297,0,0,186,0,1040,734,19,
297,0,0,186,0,1040,734,20,
297,0,0,186,0,1040,734,21,
297,0,0,186,0,1040,734,22,
297,0,0,186,0,1040,734,23,
297,0,0,186,0,1040,734,24,
297,0,0,186,0,1040,734,25,
297,0,0,186,0,1040,734,26,
297,0,0,186,0,1040,734,27,
297,0,0,186,0,1040,734,28,
297,0,0,186,0,1040,734,29,
297,0,0,186,0,1040,734,30,
297,0,0,186,0,1040,734,31,
297,0,0,186,0,1040,734,32,
297,0,0,186,0,1040,734,33,
297,0,0,186,0,1040,734,34,
297,0,0,186,0,1040,734,35,
297,0,0,186,0,1040,734,36,
297,0,0,186,0,1040,734,37,
297,0,0,186,0,1040,734,38,
297,0,0,186,0,1040,734,39,
297,0,0,186,0,1040,734,40,
297,0,0,186,0,1040,734,41,
297,0,0,186,0,1040,734,42,
297,0,0,186,0,1040,734,43,
297,0,0,186,0,1040,734,44,
297,0,0,186,0,1040,734,45,
297,0,0,186,0,1040,734,46,
297,0,0,186,0,1040,734,47,
297,0,0,186,0,1040,734,48,
297,0,0,186,0,1040,734,49,
297,0,0,186,0,1040,734,50,
297,0,0,186,0,1040,734,51,
297,0,0,186,0,1040,734,52,
297,0,0,186,0,1040,734,53,
297,0,0,186,0,1040,734,54,
297,0,0,186,0,1040,734,55,
297,0,0,186,0,1040,734,56,
297,0,0,186,0,1040,734,57,
297,0,0,186,0,1040,734,58,
297,0,0,186,0,1040,734,59,
297,0,0,186,0,1040,734,60,
297,0,0,186,0,1040,734,61,
297,0,0,186,0,1040,734,62,
297,0,0,186,0,1040,734,63,
297,0,0,186,0,1040,734,64,
297,0,0,186,0,1040,734,65,
297,0,0,186,0,1040,734,66,
297,0,0,186,0,1040,734,67,
297,0,0,186,0,1040,734,68,
297,0,0,186,0,1040,734,69,
297,0,0,186,0,1040,734,70,
297,0,0,186,0,1040,734,71,
297,0,0,186,0,1040,734,72,
297,0,0,186,0,1040,734,73,
297,0,0,186,0,1040,734,74,
297,0,0,186,0,1040,734,75,
297,0,0,186,0,1040,734,76,
297,0,0,186,0,1040,734,77,
297,0,0,186,0,1040,734,78,
297,0,0,186,0,1040,734,79,
297,0,0,186,0,1040,734,80,
297,0,0,186,0,1040,734,81,
297,0,0,186,0,1040,734,82,
297,0,0,186,0,1040,734,83,
297,0,0,186,0,1040,734,84,
297,0,0,186,0,1040,734,85,
297,0,0,186,0,1040,734,86,
297,0,0,186,0,1040,734,87,
297,0,0,186,0,1040,734,88,
297,0,0,186,0,1040,734,89,
297,0,0,186,0,1040,734,90,
297.2,0,117.5,174.8,9.5,1022.8,753.5,1,
297.2,0,117.5,174.8,9.5,1022.8,753.5,2,
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91
297.2,0,117.5,174.8,9.5,1022.8,753.5,4,
297.2,0,117.5,174.8,9.5,1022.8,753.5,5,
297.2,0,117.5,174.8,9.5,1022.8,753.5,6,
297.2,0,117.5,174.8,9.5,1022.8,753.5,7,
297.2,0,117.5,174.8,9.5,1022.8,753.5,8,
297.2,0,117.5,174.8,9.5,1022.8,753.5,9,
297.2,0,117.5,174.8,9.5,1022.8,753.5,10,
297.2,0,117.5,174.8,9.5,1022.8,753.5,11,
297.2,0,117.5,174.8,9.5,1022.8,753.5,12,
297.2,0,117.5,174.8,9.5,1022.8,753.5,13,
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99
297.2,0,117.5,174.8,9.5,1022.8,753.5,15,
297.2,0,117.5,174.8,9.5,1022.8,753.5,16,
297.2,0,117.5,174.8,9.5,1022.8,753.5,17,
297.2,0,117.5,174.8,9.5,1022.8,753.5,18,
297.2,0,117.5,174.8,9.5,1022.8,753.5,19,
297.2,0,117.5,174.8,9.5,1022.8,753.5,20,
297.2,0,117.5,174.8,9.5,1022.8,753.5,21,
297.2,0,117.5,174.8,9.5,1022.8,753.5,22,
297.2,0,117.5,174.8,9.5,1022.8,753.5,23,
297.2,0,117.5,174.8,9.5,1022.8,753.5,24,
297.2,0,117.5,174.8,9.5,1022.8,753.5,25,
297.2,0,117.5,174.8,9.5,1022.8,753.5,26,
297.2,0,117.5,174.8,9.5,1022.8,753.5,27,
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4
297.2,0,117.5,174.8,9.5,1022.8,753.5,29,
297.2,0,117.5,174.8,9.5,1022.8,753.5,30,
297.2,0,117.5,174.8,9.5,1022.8,753.5,31,
297.2,0,117.5,174.8,9.5,1022.8,753.5,32,
297.2,0,117.5,174.8,9.5,1022.8,753.5,33,
297.2,0,117.5,174.8,9.5,1022.8,753.5,34,
297.2,0,117.5,174.8,9.5,1022.8,753.5,35,
297.2,0,117.5,174.8,9.5,1022.8,753.5,36,
297.2,0,117.5,174.8,9.5,1022.8,753.5,37,
297.2,0,117.5,174.8,9.5,1022.8,753.5,38,
297.2,0,117.5,174.8,9.5,1022.8,753.5,39,
297.2,0,117.5,174.8,9.5,1022.8,753.5,40,
297.2,0,117.5,174.8,9.5,1022.8,753.5,41,
297.2,0,117.5,174.8,9.5,1022.8,753.5,42,
297.2,0,117.5,174.8,9.5,1022.8,753.5,43,
297.2,0,117.5,174.8,9.5,1022.8,753.5,44,
297.2,0,117.5,174.8,9.5,1022.8,753.5,45,
297.2,0,117.5,174.8,9.5,1022.8,753.5,46,
297.2,0,117.5,174.8,9.5,1022.8,753.5,47,
297.2,0,117.5,174.8,9.5,1022.8,753.5,48,
297.2,0,117.5,174.8,9.5,1022.8,753.5,49,
297.2,0,117.5,174.8,9.5,1022.8,753.5,50,
297.2,0,117.5,174.8,9.5,1022.8,753.5,51,
297.2,0,117.5,174.8,9.5,1022.8,753.5,52,
297.2,0,117.5,174.8,9.5,1022.8,753.5,53,
297.2,0,117.5,174.8,9.5,1022.8,753.5,54,
297.2,0,117.5,174.8,9.5,1022.8,753.5,55,
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96
297.2,0,117.5,174.8,9.5,1022.8,753.5,57,
297.2,0,117.5,174.8,9.5,1022.8,753.5,58,
297.2,0,117.5,174.8,9.5,1022.8,753.5,59,
297.2,0,117.5,174.8,9.5,1022.8,753.5,60,
297.2,0,117.5,174.8,9.5,1022.8,753.5,61,
297.2,0,117.5,174.8,9.5,1022.8,753.5,62,
297.2,0,117.5,174.8,9.5,1022.8,753.5,63,
297.2,0,117.5,174.8,9.5,1022.8,753.5,64,
297.2,0,117.5,174.8,9.5,1022.8,753.5,65,
297.2,0,117.5,174.8,9.5,1022.8,753.5,66,
297.2,0,117.5,174.8,9.5,1022.8,753.5,67,
297.2,0,117.5,174.8,9.5,1022.8,753.5,68,
297.2,0,117.5,174.8,9.5,1022.8,753.5,69,
297.2,0,117.5,174.8,9.5,1022.8,753.5,70,
297.2,0,117.5,174.8,9.5,1022.8,753.5,71,
297.2,0,117.5,174.8,9.5,1022.8,753.5,72,
297.2,0,117.5,174.8,9.5,1022.8,753.5,73,
297.2,0,117.5,174.8,9.5,1022.8,753.5,74,
297.2,0,117.5,174.8,9.5,1022.8,753.5,75,
297.2,0,117.5,174.8,9.5,1022.8,753.5,76,
297.2,0,117.5,174.8,9.5,1022.8,753.5,77,
297.2,0,117.5,174.8,9.5,1022.8,753.5,78,
297.2,0,117.5,174.8,9.5,1022.8,753.5,79,
297.2,0,117.5,174.8,9.5,1022.8,753.5,80,
297.2,0,117.5,174.8,9.5,1022.8,753.5,81,
297.2,0,117.5,174.8,9.5,1022.8,753.5,82,
297.2,0,117.5,174.8,9.5,1022.8,753.5,83,
297.2,0,117.5,174.8,9.5,1022.8,753.5,84,
297.2,0,117.5,174.8,9.5,1022.8,753.5,85,
297.2,0,117.5,174.8,9.5,1022.8,753.5,86,
297.2,0,117.5,174.8,9.5,1022.8,753.5,87,
297.2,0,117.5,174.8,9.5,1022.8,753.5,88,
297.2,0,117.5,174.8,9.5,1022.8,753.5,89,
297.2,0,117.5,174.8,9.5,1022.8,753.5,90,
297.8,137.2,106.9,201.3,6,878.4,655.3,1,
297.8,137.2,106.9,201.3,6,878.4,655.3,2,
297.8,137.2,106.9,201.3,6,878.4,655.3,3,
297.8,137.2,106.9,201.3,6,878.4,655.3,4,
297.8,137.2,106.9,201.3,6,878.4,655.3,5,
297.8,137.2,106.9,201.3,6,878.4,655.3,6,
297.8,137.2,106.9,201.3,6,878.4,655.3,7,
297.8,137.2,106.9,201.3,6,878.4,655.3,8,
297.8,137.2,106.9,201.3,6,878.4,655.3,9,
297.8,137.2,106.9,201.3,6,878.4,655.3,10,
297.8,137.2,106.9,201.3,6,878.4,655.3,11,
297.8,137.2,106.9,201.3,6,878.4,655.3,12,
297.8,137.2,106.9,201.3,6,878.4,655.3,13,
297.8,137.2,106.9,201.3,6,878.4,655.3,14,
297.8,137.2,106.9,201.3,6,878.4,655.3,15,
297.8,137.2,106.9,201.3,6,878.4,655.3,16,
297.8,137.2,106.9,201.3,6,878.4,655.3,17,
297.8,137.2,106.9,201.3,6,878.4,655.3,18,
297.8,137.2,106.9,201.3,6,878.4,655.3,19,
297.8,137.2,106.9,201.3,6,878.4,655.3,20,
297.8,137.2,106.9,201.3,6,878.4,655.3,21,
297.8,137.2,106.9,201.3,6,878.4,655.3,22,
297.8,137.2,106.9,201.3,6,878.4,655.3,23,
297.8,137.2,106.9,201.3,6,878.4,655.3,24,
297.8,137.2,106.9,201.3,6,878.4,655.3,25,
297.8,137.2,106.9,201.3,6,878.4,655.3,26,
297.8,137.2,106.9,201.3,6,878.4,655.3,27,
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
297.8,137.2,106.9,201.3,6,878.4,655.3,29,
297.8,137.2,106.9,201.3,6,878.4,655.3,30,
297.8,137.2,106.9,201.3,6,878.4,655.3,31,
297.8,137.2,106.9,201.3,6,878.4,655.3,32,
297.8,137.2,106.9,201.3,6,878.4,655.3,33,
297.8,137.2,106.9,201.3,6,878.4,655.3,34,
297.8,137.2,106.9,201.3,6,878.4,655.3,35,
297.8,137.2,106.9,201.3,6,878.4,655.3,36,
297.8,137.2,106.9,201.3,6,878.4,655.3,37,
297.8,137.2,106.9,201.3,6,878.4,655.3,38,
297.8,137.2,106.9,201.3,6,878.4,655.3,39,
297.8,137.2,106.9,201.3,6,878.4,655.3,40,
297.8,137.2,106.9,201.3,6,878.4,655.3,41,
297.8,137.2,106.9,201.3,6,878.4,655.3,42,
297.8,137.2,106.9,201.3,6,878.4,655.3,43,
297.8,137.2,106.9,201.3,6,878.4,655.3,44,
297.8,137.2,106.9,201.3,6,878.4,655.3,45,
297.8,137.2,106.9,201.3,6,878.4,655.3,46,
297.8,137.2,106.9,201.3,6,878.4,655.3,47,
297.8,137.2,106.9,201.3,6,878.4,655.3,48,
297.8,137.2,106.9,201.3,6,878.4,655.3,49,
297.8,137.2,106.9,201.3,6,878.4,655.3,50,
297.8,137.2,106.9,201.3,6,878.4,655.3,51,
297.8,137.2,106.9,201.3,6,878.4,655.3,52,
297.8,137.2,106.9,201.3,6,878.4,655.3,53,
297.8,137.2,106.9,201.3,6,878.4,655.3,54,
297.8,137.2,106.9,201.3,6,878.4,655.3,55,
297.8,137.2,106.9,201.3,6,878.4,655.3,56,
297.8,137.2,106.9,201.3,6,878.4,655.3,57,
297.8,137.2,106.9,201.3,6,878.4,655.3,58,
297.8,137.2,106.9,201.3,6,878.4,655.3,59,
297.8,137.2,106.9,201.3,6,878.4,655.3,60,
297.8,137.2,106.9,201.3,6,878.4,655.3,61,
297.8,137.2,106.9,201.3,6,878.4,655.3,62,
297.8,137.2,106.9,201.3,6,878.4,655.3,63,
297.8,137.2,106.9,201.3,6,878.4,655.3,64,
297.8,137.2,106.9,201.3,6,878.4,655.3,65,
297.8,137.2,106.9,201.3,6,878.4,655.3,66,
297.8,137.2,106.9,201.3,6,878.4,655.3,67,
297.8,137.2,106.9,201.3,6,878.4,655.3,68,
297.8,137.2,106.9,201.3,6,878.4,655.3,69,
297.8,137.2,106.9,201.3,6,878.4,655.3,70,
297.8,137.2,106.9,201.3,6,878.4,655.3,71,
297.8,137.2,106.9,201.3,6,878.4,655.3,72,
297.8,137.2,106.9,201.3,6,878.4,655.3,73,
297.8,137.2,106.9,201.3,6,878.4,655.3,74,
297.8,137.2,106.9,201.3,6,878.4,655.3,75,
297.8,137.2,106.9,201.3,6,878.4,655.3,76,
297.8,137.2,106.9,201.3,6,878.4,655.3,77,
297.8,137.2,106.9,201.3,6,878.4,655.3,78,
297.8,137.2,106.9,201.3,6,878.4,655.3,79,
297.8,137.2,106.9,201.3,6,878.4,655.3,80,
297.8,137.2,106.9,201.3,6,878.4,655.3,81,
297.8,137.2,106.9,201.3,6,878.4,655.3,82,
297.8,137.2,106.9,201.3,6,878.4,655.3,83,
297.8,137.2,106.9,201.3,6,878.4,655.3,84,
297.8,137.2,106.9,201.3,6,878.4,655.3,85,
297.8,137.2,106.9,201.3,6,878.4,655.3,86,
297.8,137.2,106.9,201.3,6,878.4,655.3,87,
297.8,137.2,106.9,201.3,6,878.4,655.3,88,
297.8,137.2,106.9,201.3,6,878.4,655.3,89,
297.8,137.2,106.9,201.3,6,878.4,655.3,90,
298,137,107,201,6,878,655,1,
298,137,107,201,6,878,655,2,
298,137,107,201,6,878,655,3,
298,137,107,201,6,878,655,4,
298,137,107,201,6,878,655,5,
298,137,107,201,6,878,655,6,
298,137,107,201,6,878,655,7,
298,137,107,201,6,878,655,8,
298,137,107,201,6,878,655,9,
298,137,107,201,6,878,655,10,
298,137,107,201,6,878,655,11,
298,137,107,201,6,878,655,12,
